vertex_id,x,y,x_astar,y_astar
900,475955.71,569037.68,12238.861114285715,14632.397485714288
901,475952.51,569351.35,12238.77882857143,14640.463285714286
902,476133.96,569346.62,12243.444685714287,14640.341657142859
903,475981.45,575867.54,12239.523000000001,14808.022457142859
904,476241.33,575546.31,12246.20562857143,14799.76225714286
905,476125.18,569013.76,12243.218914285715,14631.782400000002
906,475983.26,568959.81,12239.569542857143,14630.395114285717
907,476131.13,570312.04,12243.371914285715,14665.166742857145
908,476249.94,570345.73,12246.42702857143,14666.033057142859
909,476145.93,569056.67,12243.752485714287,14632.885800000002
910,476053.87,570364.31,12241.38522857143,14666.51082857143
911,476204.08,576919.08,12245.247771428572,14835.062057142857
912,476231.24,569107.22,12245.946171428572,14634.185657142858
913,476144.15,570305.78,12243.706714285716,14665.005771428574
914,476129.83,570291.46,12243.338485714286,14664.637542857143
915,476153.3,570537.85,12243.942000000001,14670.973285714286
916,476119.65,570475.51,12243.076714285717,14669.370257142858
917,476120.37,570252.34,12243.09522857143,14663.6316
918,476156.05,569022.83,12244.012714285715,14632.01562857143
919,476286.34,570329.96,12247.36302857143,14665.627542857143
920,476249.69,569136.38,12246.420600000001,14634.935485714286
921,476531.59,575457.07,12253.669457142858,14797.467514285714
922,476287.48,570196.71,12247.392342857143,14662.201114285714
923,476298.09,570248.94,12247.665171428573,14663.544171428572
924,476367.97,576856.57,12249.462085714285,14833.454657142856
925,476630.7,576524.43,12256.218,14824.913914285717
926,476480.89,570347.47,12252.365742857144,14666.077800000001
927,476627.42,570326.02,12256.133657142858,14665.52622857143
928,476900.5,575558.9,12263.155714285715,14800.086000000001
929,476947.37,575325.07,12264.360942857144,14794.07322857143
930,476860.5,569559.72,12262.127142857144,14645.821371428572
931,476795.79,569622.46,12260.463171428572,14647.434685714286
932,477139.79,576206.79,12269.308885714287,14816.746028571431
933,476575.33,569508.09,12254.794200000002,14644.493742857143
934,476595.89,569652.04,12255.322885714288,14648.195314285716
935,476540.43,575446.42,12253.896771428572,14797.19365714286
936,476810.58,575559.11,12260.843485714287,14800.091400000001
937,476598.7,576516.94,12255.395142857144,14824.721314285714
938,476720.27,575858.82,12258.52122857143,14807.798228571428
939,476930.35,576112.24,12263.923285714287,14814.314742857145
940,476670.83,569498.14,12257.249914285716,14644.237885714287
941,476660.36,569403.9,12256.980685714287,14641.814571428573
942,476674.61,577851.94,12257.347114285714,14859.049885714285
943,476682.33,577855.28,12257.54562857143,14859.135771428573
944,476786.14,569628.91,12260.21502857143,14647.600542857144
945,476877.22,569630.11,12262.557085714287,14647.6314
946,477060.51,569542.29,12267.270257142858,14645.373171428573
947,476833.55,575124.42,12261.434142857144,14788.913657142859
948,476872.83,575158.9,12262.444200000002,14789.800285714287
949,476904.51,575640.04,12263.25882857143,14802.172457142859
950,476946.99,575240.21,12264.351171428572,14791.891114285714
951,476861.56,569481.64,12262.154400000001,14643.813600000001
952,476884.83,575764.56,12262.752771428573,14805.374400000002
953,476901.91,575669.33,12263.191971428572,14802.92562857143
954,476865.95,576103.83,12262.267285714286,14814.098485714287
955,476883.6,575771.87,12262.721142857143,14805.562371428572
956,476908.4,575558.07,12263.358857142859,14800.064657142857
957,477203.19,570132.89,12270.939171428572,14660.56002857143
958,477247.68,570167.24,12272.083200000001,14661.443314285716
959,477062.4,576115.96,12267.318857142858,14814.4104
960,477027.24,575728.42,12266.414742857143,14804.445085714287
961,477078.17,575502.95,12267.724371428572,14798.647285714285
962,476977.36,569942.7,12265.132114285714,14655.66942857143
963,477175.73,570053.89,12270.233057142857,14658.528600000001
964,477138.15,570175.45,12269.266714285715,14661.654428571428
965,477209.31,570184.59,12271.096542857144,14661.889457142857
966,477031.77,570404.57,12266.53122857143,14667.546085714286
967,477090.37,570388.3,12268.038085714286,14667.127714285716
968,477014.53,570543.58,12266.087914285716,14671.120628571429
969,477081.64,575803.15,12267.813600000001,14806.366714285716
970,477060.22,570199.88,12267.2628,14662.282628571429
971,477132.83,576055.31,12269.129914285715,14812.85082857143
972,477212.47,570210.2,12271.1778,14662.548
973,479677.66,572973.85,12334.5684,14733.613285714286
974,479847.89,572950.26,12338.945742857144,14733.006685714287
975,472989.11,572912.2,12162.577114285716,14732.028
976,473034.6,572940.9,12163.746857142858,14732.766000000001
977,470729.99,571931.51,12104.485457142859,14706.810257142859
978,470788.64,571958.7,12105.993600000002,14707.50942857143
979,474693.15,572542.03,12206.395285714287,14722.509342857145
980,474638.51,572592.96,12204.99025714286,14723.81897142857
981,480905.13,575073.05,12366.131914285716,14787.592714285716
982,480915.03,575050.14,12366.386485714287,14787.003600000002
983,478363.07,576677.41,12300.764657142858,14828.847685714287
984,478470.01,576632.69,12303.514542857145,14827.697742857143
985,477861.41,576504.36,12287.864828571428,14824.39782857143
986,478389.99,576814.08,12301.456885714286,14832.362057142856
987,477270.51,571552.46,12272.670257142858,14697.063257142858
988,477468.7,571487.28,12277.766571428572,14695.387200000001
989,477115.39,575569.53,12268.681457142859,14800.359342857144
990,477105.12,575687.81,12268.417371428572,14803.400828571432
991,477131.48,575486.82,12269.0952,14798.232514285713
992,477161.34,575517.04,12269.86302857143,14799.009600000003
993,477176.21,575529.72,12270.245400000002,14799.335657142858
994,477365.56,575733.34,12275.1144,14804.571600000001
995,477151.43,575480.48,12269.6082,14798.069485714286
996,477185.5,572454.54,12270.484285714287,14720.259600000003
997,477251.03,572779.35,12272.169342857145,14728.611857142858
998,477143.23,577795.08,12269.397342857143,14857.58777142857
999,477137.99,577817.34,12269.2626,14858.160171428572
1000,477142.64,571606.69,12269.382171428573,14698.457742857143
1001,477275.24,571562.75,12272.791885714287,14697.327857142858
1002,477194.78,573092.37,12270.722914285716,14736.660942857145
1003,477649.43,572978.93,12282.413914285715,14733.743914285717
1004,477667.37,572965.29,12282.875228571429,14733.393171428574
1005,477266.67,570155.87,12272.571514285715,14661.150942857144
1006,477299.9,570089.57,12273.426000000001,14659.446085714286
1007,477289.83,572732.23,12273.167057142859,14727.4002
1008,477377.23,570279.73,12275.414485714286,14664.335914285715
1009,477375.56,570243.5,12275.371542857143,14663.404285714287
1010,477832.67,571340.42,12287.1258,14691.610800000002
1011,477379.99,575753.43,12275.485457142859,14805.088200000002
1012,477305.96,575976.07,12273.58182857143,14810.81322857143
1013,477283.26,577632.87,12272.998114285716,14853.416657142858
1014,477289.53,577637.75,12273.159342857145,14853.542142857144
1015,477495.2,570955.46,12278.448000000002,14681.71182857143
1016,477324.02,571112.4,12274.04622857143,14685.74742857143
1017,477361.77,571828.08,12275.016942857144,14704.15062857143
1018,477586.63,571745.21,12280.799057142858,14702.019685714286
1019,477424.4,572826.89,12276.62742857143,14729.834314285716
1020,477465.38,572748.62,12277.6812,14727.821657142858
1021,477527.79,575868.22,12279.286028571429,14808.039942857144
1022,477410.88,572911.37,12276.279771428573,14732.006657142858
1023,477738.86,571669.56,12284.713542857144,14700.074400000003
1024,477514.59,570352.3,12278.946600000001,14666.202000000003
1025,477529.68,570333.12,12279.334628571429,14665.7088
1026,477540.97,570326.36,12279.624942857143,14665.534971428573
1027,477587.44,575837.71,12280.819885714287,14807.2554
1028,478079.55,576382.38,12293.474142857143,14821.2612
1029,477607.82,572841.32,12281.343942857144,14730.205371428572
1030,477689.2,570983.35,12283.436571428572,14682.429
1031,477835.02,570899.72,12287.18622857143,14680.278514285716
1032,477680.01,570962.91,12283.200257142858,14681.903400000003
1033,477764.48,570229.4,12285.372342857143,14663.041714285717
1034,477809.56,570227.22,12286.531542857143,14662.985657142857
1035,477765.18,576553.08,12285.390342857143,14825.65062857143
1036,478127.95,576356.8,12294.718714285716,14820.60342857143
1037,478342.15,576236.18,12300.226714285716,14817.501771428573
1038,477914.18,570865.43,12289.221771428573,14679.396771428574
1039,478003.49,571063.04,12291.518314285715,14684.478171428573
1040,478047.44,577139.14,12292.648457142857,14840.720742857144
1041,478160.27,577061.81,12295.5498,14838.73225714286
1042,477822.27,577422.91,12286.858371428572,14848.017685714287
1043,477765.91,577331.17,12285.409114285714,14845.65865714286
1044,477844.24,577493.94,12287.423314285716,14849.844171428571
1045,478033.37,577157.32,12292.286657142859,14841.18822857143
1046,477963.17,572441.51,12290.481514285715,14719.924542857145
1047,477879.84,572472.49,12288.338742857144,14720.721171428573
1048,477896.07,571487.06,12288.756085714287,14695.381542857145
1049,477855.01,571555.5,12287.700257142858,14697.141428571429
1050,478095.16,572654.45,12293.875542857144,14725.400142857143
1051,477989.16,571396.66,12291.14982857143,14693.056971428574
1052,478187.99,571060.2,12296.2626,14684.405142857142
1053,478047.89,572456.69,12292.66002857143,14720.314885714286
1054,478037.22,571050.1,12292.385657142857,14684.14542857143
1055,477949.02,570847.81,12290.117657142859,14678.943685714288
1056,478046.07,572423.45,12292.61322857143,14719.460142857142
1057,478002.89,572182.81,12291.502885714288,14713.27225714286
1058,478027.25,571131.05,12292.129285714287,14686.227000000003
1059,478014.01,576201.65,12291.78882857143,14816.613857142858
1060,478195.21,576530.3,12296.448257142858,14825.06485714286
1061,478347.51,576721.84,12300.364542857144,14829.990171428572
1062,478291.74,572006.37,12298.930457142858,14708.73522857143
1063,478566.96,572281.67,12306.007542857144,14715.814371428574
1064,478166.53,577033.42,12295.710771428574,14838.002228571431
1065,478191.32,576967.36,12296.348228571429,14836.303542857144
1066,478239.5,576508.99,12297.587142857144,14824.516885714287
1067,478396.97,576206.25,12301.636371428573,14816.732142857145
1068,478532.37,576130.87,12305.118085714286,14814.793800000001
1069,478145.92,570744.61,12295.1808,14676.289971428572
1070,478336.1,571192.05,12300.071142857143,14687.795571428574
1071,478376.56,576871.99,12301.111542857143,14833.851171428572
1072,478171.05,569062.23,12295.827000000001,14633.028771428571
1073,478627.88,568703.43,12307.574057142858,14623.802485714288
1074,478257.07,570697.11,12298.038942857143,14675.068542857143
1075,478486.79,570806.42,12303.946028571429,14677.879371428573
1076,478425.25,567536.19,12302.363571428572,14593.787742857143
1077,478288.62,567479.41,12298.85022857143,14592.327685714288
1078,478727.74,569190.5,12310.141885714287,14636.327142857144
1079,478572.57,569573.38,12306.151800000001,14646.17262857143
1080,478335.25,577019.32,12300.049285714287,14837.639657142858
1081,478540.65,577141.51,12305.331000000002,14840.781685714288
1082,478426.91,576820.51,12302.406257142857,14832.5274
1083,478794.56,568985.45,12311.860114285715,14631.054428571428
1084,478548.55,569617.89,12305.534142857143,14647.317171428573
1085,478401.28,569875.83,12301.747200000002,14653.949914285715
1086,478560.56,569594.68,12305.842971428572,14646.720342857145
1087,478369.35,569937.0,12300.926142857143,14655.522857142858
1088,478362.25,569949.56,12300.743571428573,14655.845828571431
1089,478857.46,568257.69,12313.477542857145,14612.3406
1090,478682.08,568267.38,12308.967771428574,14612.589771428573
1091,478959.18,570010.87,12316.093200000001,14657.422371428573
1092,478678.41,569941.67,12308.8734,14655.642942857145
1093,478438.64,569048.98,12302.707885714288,14632.688057142857
1094,478652.02,569096.61,12308.194800000001,14633.912828571429
1095,478407.5,576836.36,12301.907142857144,14832.934971428573
1096,478482.69,574028.42,12303.840600000001,14760.730800000003
1097,478474.41,573943.95,12303.627685714286,14758.558714285715
1098,478470.83,574076.73,12303.53562857143,14761.973057142857
1099,478622.57,574163.37,12307.437514285715,14764.200942857144
1100,478546.81,577143.01,12305.4894,14840.82025714286
1101,478911.05,574533.64,12314.855571428572,14773.722171428573
1102,478618.71,571700.26,12307.33825714286,14700.86382857143
1103,478672.2,571754.06,12308.713714285715,14702.247257142859
1104,478600.55,569927.5,12306.871285714287,14655.278571428573
1105,478609.68,569153.21,12307.106057142859,14635.368257142858
1106,478626.3,574188.38,12307.533428571429,14764.844057142858
1107,478789.13,571834.07,12311.720485714286,14704.304657142857
1108,478749.73,569006.89,12310.707342857144,14631.605742857144
1109,478791.0,568946.2,12311.768571428573,14630.045142857143
1110,478672.59,576879.35,12308.723742857144,14834.040428571428
1111,478911.37,576824.43,12314.863800000001,14832.628200000003
1112,478920.1,568805.3,12315.088285714286,14626.422000000002
1113,478793.96,575809.54,12311.844685714288,14806.531028571431
1114,478769.77,575744.59,12311.222657142858,14804.860885714286
1115,478812.98,568755.53,12312.333771428572,14625.142200000002
1116,478971.5,571971.16,12316.410000000002,14707.82982857143
1117,478869.77,575619.77,12313.794085714288,14801.65122857143
1118,478924.5,575540.15,12315.20142857143,14799.60385714286
1119,478834.79,575698.34,12312.8946,14803.6716
1120,478802.11,575589.12,12312.054257142858,14800.863085714287
1121,478957.06,575662.38,12316.038685714286,14802.746914285715
1122,478960.37,575668.21,12316.123800000001,14802.896828571429
1123,479019.6,576814.92,12317.646857142858,14832.38365714286
1124,479138.36,576759.76,12320.700685714286,14830.965257142858
1125,478930.4,572009.81,12315.353142857144,14708.82368571429
1126,478924.78,571964.26,12315.20862857143,14707.6524
1127,478978.97,576816.08,12316.602085714287,14832.413485714285
1128,478914.65,571413.66,12314.948142857145,14693.494114285717
1129,479379.94,571532.94,12326.912742857145,14696.561314285715
1130,478994.72,568083.58,12317.007085714285,14607.863485714286
1131,479033.9,568136.33,12318.014571428574,14609.219914285715
1132,479234.21,570884.98,12323.165400000002,14679.899485714286
1133,479716.31,571046.45,12335.562257142858,14684.051571428572
1134,479093.07,570885.67,12319.536085714288,14679.91722857143
1135,479661.02,571069.72,12334.140514285717,14684.649942857144
1136,479170.92,570665.86,12321.537942857143,14674.264971428573
1137,479786.33,570927.44,12337.362771428572,14680.991314285715
1138,479266.25,570492.21,12323.989285714286,14669.799685714286
1139,479851.94,570819.94,12339.049885714287,14678.227028571428
1140,480323.23,573341.53,12351.168771428573,14743.067914285717
1141,480804.43,573380.05,12363.542485714286,14744.05842857143
1142,479681.88,575518.13,12334.676914285716,14799.03762857143
1143,479711.09,575589.05,12335.42802857143,14800.861285714289
1144,479418.69,573860.31,12327.909171428573,14756.407971428574
1145,479452.02,573851.33,12328.76622857143,14756.177057142857
1146,479441.09,575577.82,12328.485171428572,14800.572514285714
1147,479551.41,575529.69,12331.321971428571,14799.334885714285
1148,479757.58,575569.28,12336.623485714286,14800.352914285717
1149,479787.73,575613.19,12337.398771428572,14801.482028571429
1150,479471.17,576305.74,12329.258657142858,14819.290457142859
1151,479715.62,576156.75,12335.544514285715,14815.459285714287
1152,479897.83,576114.84,12340.229914285715,14814.3816
1153,479886.47,570879.64,12339.9378,14679.762171428572
1154,479884.92,570851.89,12339.897942857144,14679.048600000002
1155,480046.67,571896.71,12344.05722857143,14705.9154
1156,479932.52,571717.68,12341.121942857144,14701.311771428575
1157,480282.29,573769.13,12350.116028571429,14754.063342857144
1158,480311.77,573459.67,12350.874085714288,14746.105800000003
1159,480178.69,573450.3,12347.45202857143,14745.86485714286
1160,480226.64,573340.98,12348.68502857143,14743.053771428573
1161,480275.76,573847.37,12349.948114285715,14756.07522857143
1162,480791.35,573493.55,12363.206142857143,14746.977000000003
1163,481212.16,573524.84,12374.026971428571,14747.7816
1164,480321.46,570840.64,12351.123257142859,14678.759314285715
1165,480545.98,570784.03,12356.896628571429,14677.30362857143
1166,480326.84,573304.31,12351.261600000002,14742.11082857143
1167,480702.94,576225.02,12360.932742857143,14817.214800000002
1168,480801.24,576249.24,12363.460457142857,14817.8376
1169,480335.14,573196.43,12351.47502857143,14739.336771428574
1170,480358.82,572888.77,12352.083942857143,14731.425514285716
1171,480820.15,573120.48,12363.946714285716,14737.383771428573
1172,480828.83,573015.52,12364.169914285716,14734.6848
1173,480465.83,571985.52,12354.83562857143,14708.199085714288
1174,480576.97,572134.09,12357.693514285715,14712.019457142858
1175,480839.93,575229.39,12364.455342857143,14791.612885714287
1176,480914.51,575322.51,12366.373114285716,14794.007400000002
1177,480771.42,575132.82,12362.693657142858,14789.129657142857
1178,480780.72,573624.21,12362.9328,14750.33682857143
1179,481157.56,573618.86,12372.622971428573,14750.199257142858
1180,480908.71,574775.64,12366.223971428573,14779.94502857143
1181,480856.28,574844.11,12364.875771428573,14781.705685714287
1182,480841.04,572867.86,12364.483885714286,14730.887828571429
1183,480816.14,575680.12,12363.843600000002,14803.203085714287
1184,480852.59,575614.2,12364.780885714288,14801.508
1185,481101.98,575548.51,12371.193771428572,14799.81882857143
1186,481150.47,572892.96,12372.440657142857,14731.533257142857
1187,480838.21,574684.89,12364.411114285716,14777.611457142859
1188,480881.05,574737.67,12365.512714285715,14778.96865714286
1189,480897.01,574862.86,12365.923114285715,14782.18782857143
1190,480865.09,574878.73,12365.102314285716,14782.595914285715
1191,480958.84,574938.56,12367.51302857143,14784.134400000003
1192,480894.2,574747.63,12365.85085714286,14779.224771428573
1193,480911.05,574762.2,12366.284142857143,14779.599428571428
1194,480962.73,574918.82,12367.613057142858,14783.6268
1195,472334.51,573304.81,12145.744542857145,14742.123685714289
1196,472322.15,573268.87,12145.426714285715,14741.199514285716
1197,472683.56,571367.06,12154.720114285716,14692.29582857143
1198,472722.77,571375.74,12155.728371428573,14692.519028571429
1199,481272.88,573406.36,12375.588342857143,14744.734971428572
1200,481278.43,573412.7,12375.731057142859,14744.898
1201,480970.65,574889.36,12367.816714285716,14782.869257142858
1202,481119.88,574846.84,12371.654057142858,14781.775885714285
1203,480953.36,574725.09,12367.372114285716,14778.645171428572
1204,481100.32,574590.42,12371.151085714288,14775.182228571432
1205,481185.41,574754.23,12373.339114285714,14779.394485714287
1206,481106.19,575231.51,12371.30202857143,14791.667400000002
1207,480958.58,574634.36,12367.506342857145,14776.312114285714
1208,481012.51,574642.34,12368.893114285716,14776.517314285715
1209,480985.65,574942.02,12368.20242857143,14784.223371428574
1210,481047.95,575007.26,12369.80442857143,14785.900971428573
1211,481248.09,575270.05,12374.950885714288,14792.65842857143
1212,481034.87,574997.74,12369.468085714287,14785.656171428573
1213,480982.17,574588.68,12368.112942857144,14775.137485714287
1214,481052.42,574603.9,12369.919371428572,14775.52885714286
1215,481026.64,575017.01,12369.25645714286,14786.151685714287
1216,481092.81,574930.61,12370.957971428572,14783.929971428572
1217,481159.49,571333.47,12372.6726,14691.432085714287
1218,481348.81,571445.19,12377.54082857143,14694.304885714286
1219,481254.16,575558.27,12375.106971428571,14800.069800000001
1220,481591.27,575518.0,12383.775514285715,14799.034285714288
1221,481489.77,571586.61,12381.165514285716,14697.941400000002
1222,468763.29,572460.13,12053.913171428572,14720.403342857144
1223,468813.82,572451.98,12055.212514285715,14720.193771428572
1224,481659.78,575052.48,12385.537200000002,14787.063771428571
1225,481756.83,575176.88,12388.032771428572,14790.26262857143
1226,481381.64,572204.72,12378.38502857143,14713.835657142858
1227,481461.56,572403.84,12380.440114285715,14718.955885714286
1228,481488.18,572193.26,12381.12462857143,14713.540971428572
1229,481420.91,571564.97,12379.394828571429,14697.384942857143
1230,481318.06,575189.4,12376.750114285715,14790.584571428573
1231,481351.83,575006.57,12377.618485714287,14785.883228571429
1232,481497.46,571688.11,12381.363257142859,14700.5514
1233,481658.34,571727.1,12385.500171428574,14701.554
1234,481751.2,575023.64,12387.888,14786.322171428574
1235,481838.7,575096.8,12390.138,14788.20342857143
1236,481681.65,573881.63,12386.099571428573,14756.9562
1237,481683.45,573881.33,12386.14585714286,14756.948485714285
1238,481987.44,574950.6,12393.962742857144,14784.444000000001
1239,482012.88,575055.69,12394.616914285716,14787.146314285714
1240,471390.7,568548.77,12121.475142857144,14619.825514285716
1241,471337.78,568464.74,12120.114342857145,14617.664742857143
1242,470618.99,570546.03,12101.631171428573,14671.18362857143
1243,470532.47,570588.77,12099.406371428571,14672.28265714286
1244,471156.38,575262.76,12115.449771428572,14792.470971428573
1245,471229.75,575262.38,12117.336428571429,14792.461200000002
1246,471985.43,576265.42,12136.7682,14818.253657142859
1247,471990.9,576244.86,12136.908857142858,14817.724971428572
1248,469304.06,572392.85,12067.818685714286,14718.673285714287
1249,469310.92,572430.76,12067.995085714287,14719.648114285716
1250,480250.34,575945.87,12349.294457142858,14810.036657142859
1251,480266.57,575942.4,12349.711800000001,14809.94742857143
1252,479449.73,575383.94,12328.707342857144,14795.587028571428
1253,479452.47,575371.57,12328.7778,14795.268942857143
1254,476441.33,575021.75,12251.348485714287,14786.273571428572
1255,476450.23,575010.61,12251.577342857143,14785.987114285716
1256,476414.02,575000.11,12250.64622857143,14785.717114285715
1257,476422.39,574988.58,12250.861457142859,14785.420628571428
1258,476581.24,575153.4,12254.946171428572,14789.658857142858
1259,476591.0,575140.32,12255.197142857143,14789.322514285714
1260,479215.79,575389.0,12322.691742857143,14795.717142857144
1261,479213.7,575379.36,12322.638,14795.469257142859
1262,480269.56,575997.61,12349.788685714286,14811.367114285715
1263,480236.47,575957.16,12348.9378,14810.326971428574
1264,480257.01,576008.07,12349.465971428574,14811.636085714286
1265,480309.96,576102.16,12350.827542857145,14814.055542857144
1266,480245.29,576023.94,12349.1646,14812.044171428572
1267,480238.36,576014.39,12348.9864,14811.798600000002
1268,469005.64,572246.85,12060.145028571429,14714.919
1269,469121.38,572203.36,12063.121200000001,14713.800685714286
1270,481517.32,574765.26,12381.873942857144,14779.678114285716
1271,481543.77,574782.73,12382.554085714288,14780.127342857144
1272,480282.47,575984.81,12350.120657142857,14811.037971428574
1273,481462.95,574731.78,12380.47585714286,14778.817200000001
1274,467455.42,572723.85,12020.282228571428,14727.184714285715
1275,467304.89,572651.66,12016.411457142858,14725.328400000002
1276,469163.39,572285.59,12064.201457142859,14715.915171428573
1277,469295.44,572341.98,12067.59702857143,14717.3652
1278,469207.75,572170.9,12065.342142857144,14712.966000000002
1279,469300.45,572372.02,12067.72585714286,14718.13765714286
1280,471641.57,573569.53,12127.926085714287,14748.930771428573
1281,471642.67,573470.66,12127.954371428572,14746.388400000002
1282,470979.54,572692.85,12110.902457142858,14726.387571428571
1283,470970.91,572678.48,12110.680542857142,14726.018057142857
1284,470753.29,572529.27,12105.0846,14722.18122857143
1285,470752.85,572463.61,12105.073285714287,14720.492828571429
1286,470474.02,567065.38,12097.903371428572,14581.6812
1287,470339.6,567222.54,12094.446857142857,14585.72245714286
1288,470707.1,572527.37,12103.896857142858,14722.132371428572
1289,470707.4,572466.5,12103.904571428573,14720.567142857144
1290,470930.31,572686.54,12109.636542857144,14726.225314285717
1291,470967.93,572673.7,12110.603914285715,14725.895142857144
1292,471160.8,573065.78,12115.56342857143,14735.977200000001
1293,471158.88,573167.34,12115.514057142858,14738.588742857144
1294,471125.51,571770.24,12114.655971428572,14702.663314285715
1295,471067.78,571770.32,12113.171485714287,14702.665371428571
1296,471115.71,572081.76,12114.403971428574,14710.67382857143
1297,471123.54,572046.4,12114.605314285714,14709.764571428574
1298,471167.87,572022.41,12115.74522857143,14709.147685714288
1299,471238.68,571957.57,12117.566057142858,14707.480371428572
1300,471593.01,573620.39,12126.6774,14750.238600000002
1301,472163.81,574421.86,12141.355114285716,14770.84782857143
1302,472166.41,574395.72,12141.421971428572,14770.175657142858
1303,472046.45,573371.03,12138.337285714288,14743.826485714288
1304,472016.26,573375.49,12137.560971428573,14743.941171428572
1305,471938.31,575147.38,12135.556542857144,14789.504057142858
1306,471999.49,575180.53,12137.129742857143,14790.356485714288
1307,472007.76,575260.43,12137.342400000001,14792.41105714286
1308,472114.52,573152.72,12140.087657142858,14738.212800000001
1309,472089.42,573171.12,12139.44222857143,14738.685942857144
1310,472161.08,574460.59,12141.284914285716,14771.843742857143
1311,472227.16,574204.35,12142.984114285715,14765.254714285715
1312,472243.45,574241.72,12143.403000000002,14766.215657142857
1313,472169.4,574351.42,12141.498857142858,14769.036514285717
1314,472203.31,574202.02,12142.37082857143,14765.194800000001
1315,472259.53,573310.99,12143.816485714287,14742.2826
1316,472268.66,573235.53,12144.051257142857,14740.342200000003
1317,472265.7,573895.87,12143.975142857144,14757.322371428572
1318,472302.52,573902.76,12144.921942857145,14757.499542857144
1319,473509.25,573913.83,12175.952142857144,14757.7842
1320,473594.78,573913.57,12178.151485714287,14757.777514285714
1321,472875.05,574332.62,12159.644142857143,14768.553085714288
1322,472889.35,574339.79,12160.011857142857,14768.737457142859
1323,472859.53,573315.13,12159.245057142858,14742.389057142858
1324,472844.74,573309.94,12158.864742857144,14742.2556
1325,472733.23,573032.45,12155.997342857143,14735.120142857142
1326,472741.17,573024.04,12156.201514285714,14734.903885714288
1327,472666.07,574349.0,12154.270371428573,14768.974285714286
1328,472644.58,574390.92,12153.717771428574,14770.05222857143
1329,472329.08,571617.85,12145.604914285715,14698.744714285715
1330,472357.24,571613.64,12146.32902857143,14698.636457142858
1331,472685.87,574075.79,12154.779514285716,14761.948885714288
1332,472658.78,574128.52,12154.082914285716,14763.304800000002
1333,472716.92,573049.74,12155.577942857144,14735.564742857145
1334,472761.99,573178.4,12156.736885714286,14738.873142857145
1335,472739.22,573154.88,12156.151371428572,14738.268342857144
1336,472754.13,573035.57,12156.534771428573,14735.200371428571
1337,472852.64,573073.0,12159.067885714287,14736.16285714286
1338,472868.41,573077.49,12159.4734,14736.278314285715
1339,472821.42,574429.33,12158.265085714287,14771.039914285715
1340,472837.11,574400.7,12158.668542857144,14770.303714285714
1341,472785.56,574203.92,12157.342971428572,14765.243657142859
1342,472804.38,574213.66,12157.826914285715,14765.494114285717
1343,472772.87,573319.99,12157.016657142858,14742.51402857143
1344,472781.62,574311.54,12157.241657142858,14768.01102857143
1345,472809.41,574317.66,12157.956257142858,14768.168400000002
1346,472829.27,574227.12,12158.466942857145,14765.84022857143
1347,472796.06,574368.14,12157.612971428573,14769.466457142858
1348,472857.42,574342.07,12159.1908,14768.796085714286
1349,472853.49,574349.47,12159.089742857144,14768.986371428571
1350,472866.67,574408.76,12159.428657142858,14770.510971428574
1351,472893.25,574461.76,12160.112142857144,14771.87382857143
1352,472924.72,573352.59,12160.921371428572,14743.352314285714
1353,472904.99,573333.62,12160.41402857143,14742.864514285715
1354,473275.21,569966.14,12169.933971428572,14656.272171428573
1355,473273.72,569923.78,12169.895657142857,14655.182914285717
1356,473182.61,571878.18,12167.55282857143,14705.438914285716
1357,473157.42,571913.69,12166.905085714287,14706.352028571428
1358,473031.23,569478.07,12163.6602,14643.7218
1359,473126.16,569467.95,12166.101257142858,14643.461571428572
1360,472907.21,569626.91,12160.471114285716,14647.549114285715
1361,472983.64,569630.36,12162.436457142858,14647.637828571429
1362,472923.66,573212.67,12160.894114285715,14739.754371428573
1363,473038.96,573217.19,12163.858971428574,14739.8706
1364,473127.55,573521.51,12166.137,14747.695971428573
1365,473129.72,573489.82,12166.1928,14746.881085714285
1366,473150.23,569949.77,12166.7202,14655.85122857143
1367,473166.25,569953.56,12167.132142857145,14655.94868571429
1368,473273.72,569912.19,12169.895657142857,14654.884885714286
1369,473238.27,569919.85,12168.984085714288,14655.081857142857
1370,473266.49,574202.13,12169.709742857143,14765.19762857143
1371,473286.17,574202.46,12170.2158,14765.206114285715
1372,473296.93,569874.36,12170.492485714287,14653.912114285715
1373,473449.85,574202.26,12174.424714285715,14765.200971428572
1374,473467.45,574202.73,12174.877285714287,14765.213057142857
1375,473291.14,574072.35,12170.343600000002,14761.86042857143
1376,473296.63,569849.78,12170.484771428573,14653.28005714286
1377,473316.23,569605.24,12170.988771428572,14646.991885714287
1378,473314.07,569595.07,12170.93322857143,14646.730371428572
1379,473557.21,569346.42,12177.185400000002,14640.336514285716
1380,473461.12,574244.96,12174.714514285715,14766.298971428572
1381,473440.29,574285.22,12174.178885714286,14767.33422857143
1382,474402.01,573926.16,12198.90882857143,14758.10125714286
1383,474468.38,573931.49,12200.615485714286,14758.238314285716
1384,473839.97,573816.7,12184.456371428572,14755.28657142857
1385,473841.06,573779.14,12184.484400000001,14754.320742857144
1386,473535.56,574204.45,12176.628685714286,14765.257285714286
1387,473632.03,574159.41,12179.109342857144,14764.099114285716
1388,473585.34,573931.41,12177.908742857144,14758.236257142858
1389,473595.28,573931.43,12178.164342857144,14758.236771428574
